"MlsNumber","PublicRemarks","Bathrooms","Bedrooms","InteriorSize","Type","Ammenities","Address","Price","PropertyType","ParkingSpace","OwnershipType","PostalCode"
"N4965469","Luxury Beverly Hills Condo! Spacious Open Concept Unit, Great Layout W/ Stunning Balcony Unobstructed  Sunrise Views, Beautiful & Modern Kitchen With Breakfast Bar, Huge Den (Could Be Used As A Second Bedroom), Gorgeous Bathroom W/Deco Shelving, Prime & Convenient Location-Walking Distance To Go Train, Ttc Transit, Shopping Mall, Grocery, Restaurant, Entertainment & More. Move-In Ready! All Luxurious Condo Amenities Included.1 Parking And 1 Locker Included**** EXTRAS **** S/S Fridge,Stove,Dishwasher,B/I Microwave, Front Loading Washer/Dryer,All Blinds,All Light Fixtures. 24/7 Concierge,Party Rm.,Exercise Rm., Yoga Studio, Indoor/Outdoor, Theater,Green Roof Bbq And Amenity Area, Guest Suits, Sauna, Billiards. (27487803)","1","1 + 1",,"Apartment","Storage - Locker, Party Room, Sauna, Security/Concierge, Exercise Centre",,"$470,000 ","Single Family","1","Condominium/Strata","L4C1H7""MlsNumber","PublicRemarks","Bathrooms","Bedrooms","InteriorSize","Type","Ammenities","Address","Price","PropertyType","ParkingSpace","OwnershipType","PostalCode"
"C4965467","Stunning Renovation At Yorktown On The Park! This Sun Filled 2 Bed 2 Bath Condo Has Been Completely Renovated Top To Bottom! Open Concept Kitchen/Living/Dining/Work Space Feat. Custom Built Entertainment Centre/Accent Lighting, Gorgeous Custom Kitchen W Breakfast Bar & All New Appliances. Master Bed W Smart Built Ins And Walk In Closet - Room For All Your Clothes. Stunning 3 Piece En-Suite. Beautiful Custom Window Treatments. Everything Is Done-Move Right In.**** EXTRAS **** Incl. Stainless Steel Fridge, Stove,  Range Hood Fan, B/I Dishwasher. Window Shades & Light Fixtures. Maint. Fees Incls. All Utilities Except Cable & Taxes! Well Managed Building Feat. 24-Hour Security, Whirlpool/Sauna Gym & Guest Suites. (27487600)","2","2",,"Apartment","Security/Concierge, Party Room, Exercise Centre",,"$679,000 ","Single Family",,"Condominium/Strata","M5A4M8"
"C4965470","Stunning Renovated Condo.  Just Move-In!  Over $15,000 In Renos Incl. Soaker Tub With Glass Wall, Vanity & Mirror W/ Storage & Toilet + All High-End Light Fixtures To The Condo, Custom Blinds, Custom Built-Ins In The Den & Bedroom Closet, New Miele Cooktop & Freshly Painted To. Beautiful Finishes, Hardwood Floors, Large Laundry Room, Balcony, Locker.  Den Perfect For Work Or Study.  Beautiful Natural Light! Close To Everything & Amazing Amenities.**** EXTRAS **** 24 Hour Concierge - Fitness Centre - Pool - Private 50 Seat Theatre - Guest Suites - O/D Terrace W/Bbq & Sunlounge - Tiff Bell Lightbox, Luma & Canteen On Site - Steps To King & Queen St Shops & Eateries - Theatres (27487605)","1","1 + 1",,"Apartment","Storage - Locker, Security/Concierge, Party Room, Exercise Centre",,"$699,000 ","Single Family",,"Condominium/Strata","M5V3X4"
"C4965483","Rare Find!!! Super Large 1 Bedroom Plus Den With Fantastic Lake Front And City Views! Den With Doors Can Be Used As A Second Bedroom. 670 Sq.Ft As Per Builder. Kitchen With Granite Countertops And S/S Kitchen Appliances. Custom Kitchen Island With Wine Storage. Steps From Rogers Centre, Harbourfront, Ttc, Sobey's Supermarket. Amenities Include Indoor Pool, Sauna, Gym, Rock Climbing, Bbq, Party Room, Theatre Room, Guest Room, Concierge And More.**** EXTRAS **** All Existing Electric Light Fixtures, Window Coverings; S/S Fridge, Stove, B/I Dishwasher; Stacked Washer & Dryer. Kitchen Island. (27487621)","1","1 + 1",,"Apartment","Security/Concierge, Exercise Centre",,"$659,000 ","Single Family","1","Condominium/Strata","M5V3Z1"
"E4964891","Excellent Starter Or Retirement Home. Move In Ready. Finished Basement W/Separate Entrance Set Up To Rent Out With Kitchen And 4-Piece Bedroom. 35' Lot With Long Private Drive. Fantastic 140' Large Lot Giving You A Deep Fenced Yard. Close To Ttc, Schools And Shopping.**** EXTRAS **** Inc: Fridge, Freezer (Basement), Stove X 2, Washer & Dryer, All Electrical Light Fixtures And Window Coverings. Shed In Backyard. (27487033)","2","2 + 1",,"House",,,"$774,900 ","Single Family",,"Freehold","M1K1W2"
"E4965071","This Lovely Detached Home Is Located In A Great Neighbourhood. Close To Schools, Shopping, Ttc, U Of T, Scarborough Campus & Hwy 401. Great For First Time Buyer Or Investor. It Comes With A Great Income Potential From The Lower Level Apartment. It Also Comes With A Big Lot With Plenty Of Opportunities. Hardwood Floors And A Huge Loft.This Home Is Much Larger Than It Looks.**** EXTRAS **** All Window Coverings, Stove, Fridge, No Sidewalk - Allowing You To Park Up To 5 Cars On Your Driveway (27487235)","2","3",,"House",,,"$699,900 ","Single Family",,"Freehold","M1E3A9"
"E4965217","Rare 100' Frntage In Prime Highland Creek & Uniquely Positioned On A Side-Street. Bright & Sun-Filled T/O W/East/West Exp. W/2 Sep. Yrds. W/Attchd. Dble Garage W/Side Entrance. Incls: Fenced Yrd W/Potental To Add/Extra Prkng & Sep. Entr. To Lower Level Bsmnt. Inside: Excellent Flr Plan On 2 Levels W/Dbl Skylights In Breakfast Area/Sunken Fam.Rm W/Gas Frplace & Frml Lvrm/Dnrm Rms. Large Bsmt Has Great In-Law Potential. Walking Dist. To U Of T & Cent.College.**** EXTRAS **** Extras: Frdg,Stv(2),Exh. Fan,B/I Dw; Wshr&Dryr; Gas Fireplace; Cvac (As-Is);; Cac; Hwt (R); 100Ampsrv; Gdo (2) Opnr W/1 Remote - This Solid 4+1 Offers Loads Of Potential In A Safe/Family Frndly N-Hood W/ Excellent School District! (27487404)","4","4 + 1",,"House",,,"$899,900 ","Single Family","4","Freehold","M1C3Z2"
"E4965244","Brand New Mattamy Built Freehold Townhome W/ Double Car Garage. Shows Like A Model Home! Spacious 3 Br Layout W/ A Ton Of Builder Upgrades. Beautiful Kitchen W/ Upgraded S/S Appliances. Unbelievable Master Bedroom Retreat On Entire Third Floor Includes A Massive Master Ensuite & W/I Closet. Upgrades Throughout: Pot-Lites, California Shutters/Blinds & Smart Ecobee Theromostat. Convenient Location In Close Proximity To Hwy 401, Ttc, Stc, Kennedy Commons & More**** EXTRAS **** S/S: Ge Gas Stovetop, Lg French Door Fridge, Whirlpool B/I D/W, Rangehood, White Stacked Lg Washer & Dryer, All Window Coverings, All Elf's. Monthly Maintenance Charge: $79.95. See Attached Floor Plan, 3D Walkthrough & Virtual Tour For More (27487434)","3","3",,"Row / Townhouse",,,"$799,000 ","Single Family","2","Freehold","M1P0E2"
"E4965324","One Of The Best Spacious 4+1 Bedroom & 4 Bath Home Is A Rare Opportunity With A Modern Style Elevator In The Staircase. Pride Of Ownership. Just Minutes Away From Terry Fox Public School, Kennedy Public School & Mary Ward Catholic Secondary School. This House Is At The Most Convenient Location As It Is Very Close To 3 Park & Many Local Grocery Stores. Freshly Painted & New Window Covering. Short Walkway To Birchmount Rd.**** EXTRAS **** Fridge, Stove, Washer & Dryer. (27487521)","4","4 + 1",,"House",,,"$888,800 ","Single Family","5","Freehold","M1V3J8"
"E4965346","Welcome To This 3 Bedroom Home On A Large Beautifully Landscaped Lot. An Entertainers Delight With Walk Out From Your Upgraded Kitchen & Living Room To Your Large Backyard With Inground Pool. Pool Room With Laminate Flooring & 3 Piece Washroom. Hardwood Flooring In Sunken In Living & Dining Room, Hardwood Staircase. 3 Good Size Bedrooms & Master 4 Piece Ensuite. Finished Basement With Laminate Flooring & Laundry Room. A Must See. Fire Hydrant Is Decorative.**** EXTRAS **** Stainless Steel Touch Screen Fridge, Gas Stove, Built-In Microwave, Washer, Dryer, All Electrical Light Fixtures, California Shutters Throughout, Hwt Is Owned. Two Backyard Sheds. New Pool Liner. All Pool Equipment. Newer Furnace. (27487546)","4","3",,"House",,,"$799,000 ","Single Family",,"Freehold","L1V3A5""MlsNumber","PublicRemarks","Bathrooms","Bedrooms","InteriorSize","Type","Ammenities","Address","Price","PropertyType","ParkingSpace","OwnershipType","PostalCode"
"E4965217","Rare 100' Frntage In Prime Highland Creek & Uniquely Positioned On A Side-Street. Bright & Sun-Filled T/O W/East/West Exp. W/2 Sep. Yrds. W/Attchd. Dble Garage W/Side Entrance. Incls: Fenced Yrd W/Potental To Add/Extra Prkng & Sep. Entr. To Lower Level Bsmnt. Inside: Excellent Flr Plan On 2 Levels W/Dbl Skylights In Breakfast Area/Sunken Fam.Rm W/Gas Frplace & Frml Lvrm/Dnrm Rms. Large Bsmt Has Great In-Law Potential. Walking Dist. To U Of T & Cent.College.**** EXTRAS **** Extras: Frdg,Stv(2),Exh. Fan,B/I Dw; Wshr&Dryr; Gas Fireplace; Cvac (As-Is);; Cac; Hwt (R); 100Ampsrv; Gdo (2) Opnr W/1 Remote - This Solid 4+1 Offers Loads Of Potential In A Safe/Family Frndly N-Hood W/ Excellent School District! (27487404)","4","4 + 1",,"House",,,"$899,900 ","Single Family","4","Freehold","M1C3Z2"
"E4965221","Extremely Beautiful Well Maintained Townhouse Nestled In A Family Friendly Compound. Very Affordable, Low Maintenance Fees, 3 Br, 2 Full Bathrooms, 2 Balconies Facing The Parkettes, Kids Reading Nooks/Loft, 1057 Sq Ft. As Per Buildr Docs. Close To Shopping , Schools, Ttc, Supermarkets,  Library, Community Centre, Hospital And Much More. Great Opportunity, Won't Last Long.**** EXTRAS **** Include Fridge, Stove, Dishwasher, Washer And Dryer, All Electric Light Fixtures, All Window Coverings. Rentals - Buyers Assume Furnace, A/C & Hwt. (27487409)","2","3",,"Row / Townhouse",,,"$529,000 ","Single Family","1","Condominium/Strata","M1B6K1"
"E4965324","One Of The Best Spacious 4+1 Bedroom & 4 Bath Home Is A Rare Opportunity With A Modern Style Elevator In The Staircase. Pride Of Ownership. Just Minutes Away From Terry Fox Public School, Kennedy Public School & Mary Ward Catholic Secondary School. This House Is At The Most Convenient Location As It Is Very Close To 3 Park & Many Local Grocery Stores. Freshly Painted & New Window Covering. Short Walkway To Birchmount Rd.**** EXTRAS **** Fridge, Stove, Washer & Dryer. (27487521)","4","4 + 1",,"House",,,"$888,800 ","Single Family","5","Freehold","M1V3J8"
"E4965331","Pickering Village - Spectacular & Rarely Offered John Boddy Mark Iv- 5 Level Backsplit.Features Huge Sunken Family Room W/Gas Fireplace & W/O To Private Back Yard. Formal Dining Room Overlooks Sunken Living Room + Amazing Master Retreat With Sunken Sitting Area & 5 Pc.Ensuite Bath. Extensive Recent Upgrades Include Engineered Flooring & Broadloom,All Quartz Counters & Professionally Painted 2019. Welcome Home !!**** EXTRAS **** Gb&E, Cac, Elf's,All Window Coverings,Garage Door Opener & Remote, Fridge,Stove,B/I/ Dishwasher,Washer & Dryer, Rear Roller Awning 2019,Roof Shingles 2016,Furnace 2016, A/C 2016,Engineered Flooring & Broadloom 2019, (27487529)","3","4",,"House",,,"$1,029,000 ","Single Family","6","Freehold","L1T3Y3"
"E4965346","Welcome To This 3 Bedroom Home On A Large Beautifully Landscaped Lot. An Entertainers Delight With Walk Out From Your Upgraded Kitchen & Living Room To Your Large Backyard With Inground Pool. Pool Room With Laminate Flooring & 3 Piece Washroom. Hardwood Flooring In Sunken In Living & Dining Room, Hardwood Staircase. 3 Good Size Bedrooms & Master 4 Piece Ensuite. Finished Basement With Laminate Flooring & Laundry Room. A Must See. Fire Hydrant Is Decorative.**** EXTRAS **** Stainless Steel Touch Screen Fridge, Gas Stove, Built-In Microwave, Washer, Dryer, All Electrical Light Fixtures, California Shutters Throughout, Hwt Is Owned. Two Backyard Sheds. New Pool Liner. All Pool Equipment. Newer Furnace. (27487546)","4","3",,"House",,,"$799,000 ","Single Family",,"Freehold","L1V3A5"
"E4965407","Welcome To The Liberty At Discovery Place! This Beautiful And Bright S Facing Corner Unit Features 2 Bedrooms, 2(4Pc)Bathrooms, A Large Den That Can Be Used As A Private Office Or 3rd Bedroom, 2 Parking Spots & 1 Locker. W/ Engineered Hardwood Throughout, Custom Blinds And Fresh Paint, This Unit Is Move-In Ready! The Liberty Is An Award Winning Tridel Building In A Quiet Gated Community In Central Pickering! Amazing Building Amenities And Close To Everything!**** EXTRAS **** Just Steps To Shopping, Recreation, Public Transit, 401 And So Much More! All Utilities Are Included In Maintenance Fees-Even Cable Tv! Building Has A Great Property Manager And Wonderful Residents. Incl: All Appl/Wndw Covers/Elfs. (27487610)","2","2 + 1",,"Apartment","Storage - Locker, Car Wash, Security/Concierge, Party Room, Exercise Centre",,"$629,900 ","Single Family","2","Condominium/Strata","L1V6V3"
"E4965449","Outstanding Taste!! 2 Car Garage + 4 Bedrooms Detached House With A Beautiful Front Courtyard, Close To 2,500Sqft, Built By Quality Italian Builder """"Chiavatti"""", Brand New Professional Renovated Top To Bottom , Designer's Kitchen W/All Brand New Top Of The Line S.S Appliances, Quality Cabinet, Granite Counter Top & Centre Island & Backsplash, Crown Moulding & Pot Lights On Main, Outstanding Taste, All Bathroom New With Quality Finish.**** EXTRAS **** Separate Entrance To Finished Walk Up Basement With 4 Pc Bathroom, Bedroom, Storage & Spacious Rec Room, New Professional Finished Interlock Driveway. Won't Be Disappointed, Walk To School, Ttc & All Amenities, Pls See Virtual Tour. (27487655)","4","4 + 1",,"House",,,"$1,290,000 ","Single Family","4","Freehold","M1V2M7"
"E4965484","Beautiful One Plus Den Unit, Extensively Renovated, New Kitchen With New Cabinet, Quartz Countertop, Tile Floor And Appliances, New Tile Work And Vanity In Bathroom, Upscale, Water Resistant Vinyl Plank Flooring Thru Out, Fresh Paint, Bright N Spacious Layout 900 S.F.,  Well Maintained And Safe Building With Resort Like Amenities, 24 Hr Concierge, Indoor Pool, Tennis Court, Gym, Party Rm, Sauna. Steps To U Of T, Centennial College. A Nice Place To Call Home.**** EXTRAS **** New Stove, Newer Fridge, Dishwasher, Washer And Dryer, All Electric Light Fixtures. For  The 3D Virtual Tour And More Photos, Please Click Virtual Tour. Almost Totally Brand New And Extremely Spacious. (27487693)","2","1 + 1",,"Apartment","Storage - Locker, Party Room, Sauna, Security/Concierge",,"$408,000 ","Single Family","2","Condominium/Strata","M1E5E6"
"H4091555","Dont miss out on this spacious all-inclusive condo! This fabulous condo is on a quiet cul-de-sac and backs onto the beautiful Tom Riley Park. Beautifully landscaped and well maintained. Bright and gorgeous entryway. Elevators and entry redone in 2017. Billiards room, study, gym, & party room with shared kitchen are amenities available through the condo. Steps to Islington subway station, grocery stores, restaurants and shops. Step into the spacious foyer of this space to unload your shoes and outerwear and proceed into the large open concept main space. Cut-out offers visibility into the galley kitchen. Kitchen boasts ample storage, a large walk-in pantry and in-suite laundry. Balcony off the main area offers some privacy with full wall. Spacious master with large windows to let in natural light. Master features ensuite with separate tub, and walk-in closet. (26613388)","2","2","1080.0000","Apartment","Exercise Centre, Party Room",,"$799,000 ","Single Family","2","Condominium","M8X2Z3""MlsNumber","PublicRemarks","Bathrooms","Bedrooms","InteriorSize","Type","Ammenities","Address","Price","PropertyType","ParkingSpace","OwnershipType","PostalCode"
"W4965300","This Cozy Etobicoke Bungalow Is On A Huge Pie Shaped Lot In A Great Location To Centennial Park, Airport, Major Hwys. Original Strip Hardwood Under Carpets On Main Floor, Sunny Eat In Kitchen With Side Entrance From Yard. Perfect To Renovate To Make Your Own Or Build New. Basement Has 2 Large Finished Rooms And 2 Pc Bathroom.**** EXTRAS **** Fridge, Stove, Washer, Dryer, Built In Dishwasher (27487816)","2","3",,"House",,,"$879,900 ","Single Family",,"Freehold","M9C4G5"
"W4965307","Terrific,Trendy,Tasteful, & Rare Find At Yorkdale Village.Offering An Urban Downtown Lifestyle Uptown,This Modern & Spacious 2-Bed +Den,3-Bath Condo Townhouse Boasts 9Ft Ceilings,Open Concept Living Dining Kitchen W/Breakfast Bar & Granite Counter, Custom Laminate Flrs, Ensuite Laundry.Master Bdrm Includes 4Pc Ensuite, Lrg Closet & Steps Away From Your Private Rooftop Terrace Overlooking The Cn Tower.Close To Highway 401, Allen Rd,Ttc Subway And More!**** EXTRAS **** Stainless Steel Appliances: Built-In Dishwasher, Fridge, Electric Stove, Over-The-Range Microwave. Stacked Washer And Dryer. (27487825)","3","2 + 1",,"Row / Townhouse","Storage - Locker, Party Room",,"$399,000 ","Single Family","1","Condominium/Strata","M3K1C3"
"W4965383","Outstanding All Brick Property! This Immaculate Home Offers 3 Bright & Spacious Bdrms, Finished Bsmnt W/ Sep Ent, Living Rm, Bath, Laundry & Kitchen. Garage +1 Extra Parking. *Possible Potential For Laneway House (Buyer To Verify) Main Flr Featuring Open Concept Living & Dining Boasting Hrdwd Flrs, Large Eat-In Kitchen W/ Walk Out To Fully Fenced Yard! Can Become Your Forever Family Home Or Ideal Investment Property! Large Attic Allows Potential For 4th Bdrm.**** EXTRAS **** Located In The Much Desired Dovercourt-Wallace-Emerson-Junction Neighbourhood! Steps To T.T.C, Bloor Subway, Superb Shops, Restaurants, Great Schools, Wonderful Parks & Community Centres Such As Christie Pits Park & Wallace Emerson Centre! (27487935)","2","3",,"House",,,"$1,125,000 ","Single Family","2","Freehold","M6G3V6"
"W4965454","E-L-E-G-A-N-T Modern Condo W/9 Ft Ceilings. Granite Counter Tops In Kitchen/Bath & Private Terrace Located In Beautiful Yorkdale Village. Offering A Downtown Lifestyle In Midtown. Close To Wilson Subway, Allen Exp & 401. Only 20 Minutes From Downtown Via Subway At A Great Affordable Price. Just Outside The Downtown Core In One Of The Hottest Investment Pockets In Toronto. Ideal For 1st Time Buyers Or Investment.**** EXTRAS **** S/S Appliances. Stalked Washer/Dryer, Owned Locker, Designer Laminate Floors. All Light Fixtures, Window Blinds, Beautiful Terrace. Mins Away From Yorkdale Mall Where You Can Eat, Drink, Watch A Movie & Shop Until You Drop At 240 Retailers! (27488032)","1","1",,"Apartment","Storage - Locker",,"$435,888 ","Single Family",,"Condominium/Strata","M3K1C2"
